codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
175,Le Guichet,63025,Le Guichet,43232,Le Guichet,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,640597.1051,6845332.8158
190,Étampes,478855,Étampe,43080,Étampes,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,1,637836.1692,6815513.6232
354,Nogent-le-Perreux,71609,Nogent - Le Perreux,46552,Nogent - Le Perreux,A01843,C01729, E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,662874.6459,6860040.2014
370,Choisy-le-Roi,69852,Choisy-le-Roi,43110,Choisy-le-Roi,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656734.7135,6851681.6089
377,Le Val d'Or,422067,Le Val d'Or,422065,Le Val d'Or,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642519.4751,6862066.5873
378,Suresnes-Mont-Valérien,70829,Suresnes Mont Valérien,43205,Suresnes Mont Valérien,A02176 / A01855,C01740 / C01741, L /  U,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,642861.5289,6863802.7622
386,Rueil-Malmaison,70902,Rueil-Malmaison,58875,Rueil-Malmaison,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,639326.258,6865602.3414
434,Crouy-sur-Ourcq,69435,Crouy-sur-Ourcq,47491,Crouy-sur-Ourcq,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,704579.056,6888007.2513
437,Sainte-Colombe-Septveilles,61961,Sainte-Colombe Septveilles,47171,Sainte-Colombe Septveilles,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,718855.022,6825465.0177
439,Buno - Gironville,59447,Buno - Gironville,43102,Buno - Gironville,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,654619.1223,6808073.8173
469,Beauvais,411318,Beauvais,411317,Beauvais,A02173,C01746,TER,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,0,0,633853.1353,6925576.2675
487,Villeneuve-la-Guyard,411465,Villeneuve-la-Guyard,411464,Villeneuve-la-Guyard,A02171,C01745,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,705316.2236,6804702.417
259,Louvres,69300,Louvres,44628,Louvres,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,663577.599,6883387.2267
268,Presles-Courcelles,67169,Presles - Courcelles,47946,Presles - Courcelles,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,648010.5913,6890706.6158
284,Chars,67352,Chars,47930,Chars,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,622459.0763,6896400.6455
294,Sceaux,74265,Sceaux,59206,Sceaux,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,648392.0448,6853703.414
303,Chemin d'Antony,69682,Chemin d'Antony,46035,Chemin d'Antony,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,649466.5139,6849978.5566
513,Nanteuil-le-Haudouin,411391,Nanteuil-le-Haudouin,411390,Nanteuil-le-Haudouin,A02175,C01738, K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,685001.2538,6893697.4278
339,Nation,71673,Nation,473875,Nation,A01856 / A01534 / A01535 / A01539 / A01542,C01742 / C01371 / C01372 / C01376 / C01379, A /  1 /  2 /  6 /  9,RER / METRO,0,1,1,0,0,0,0,1,0,0,RATP,1,0,655662.633,6861080.0037
73,Viroflay Rive Gauche,63923,Viroflay Rive Gauche,462388,Viroflay Rive Gauche,A01847 / A01840 / A02149,C01736 / C01727 / C01794, N /  C / TRAM 6,TRAIN / RER / TRAM,1,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,0,639137.6828,6855946.0349
140,Sartrouville,64918,Sartrouville,43191,Sartrouville,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,638249.7656,6871192.1379
277,Cergy-Saint-Christophe,66858,Cergy Saint-Christophe,47897,Cergy Saint-Christophe,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,629406.8797,6883739.7414
34,Mitry-Claye,69065,Mitry - Claye,43164,Mitry - Claye,A02175 / A01857,C01738 / C01743, K /  B,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,673822.1592,6875161.2649
8,Villeparisis-Mitry-le-Neuf,68916,Villeparisis - Mitry-le-Neuf,46725,Villeparisis - Mitry-le-Neuf,A01857,C01743, B,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,670934.6347,6872649.5014
415,Pierrefitte Stains,72787,Pierrefitte - Stains,43179,Pierrefitte - Stains,A01842 / A02225,C01728 / C01999, D / TRAM 11,RER / TRAM,0,1,0,1,0,0,0,0,0,0,SNCF,1,0,654024.0935,6873938.8175
110060,Cluny-La Sorbonne,73620,Cluny La Sorbonne,44877,Saint-Michel Notre-Dame,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651882.3097,6861422.9819
104051,Les Halles,474151,Les Halles,45102,Châtelet les Halles,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652003.8587,6862696.8633
24,Villiers-Montbarbin,68311,Villiers Montbarbin,58581,Villiers Montbarbin,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,691386.439,6862620.1835
204,Le Bras-de-Fer,60422,Le Bras de Fer,45850,Le Bras de Fer,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,659567.9699,6836045.1779
84,Saint-Nom-la-Bretèche - Forêt-De-Marly,64382,Saint-Nom-la-Bretèche Forêt de Marly,47954,Saint-Nom-la-Bretèche Forêt de Marly,A02176 / A02373,C01740 / C02344, L / TRAM 13,TRAIN / TRAM,1,0,0,1,0,1,0,0,0,0,SNCF/Transkeo,1,1,630367.922,6863503.3399
177,Montgeron-Crosne,63072,Montgeron - Crosne,47684,Montgeron - Crosne,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,660433.6068,6845478.958
299,Parc de Sceaux,69906,Parc de Sceaux,43177,Parc de Sceaux,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,649281.2192,6852384.2514
338,Gare de Lyon,73626,Gare de Lyon,470195,Gare de Lyon,A01845 / A01856 / A01842 / A01534 / A01547,C01731 / C01742 / C01728 / C01371 / C01384, R /  A /  D /  1 /  14,TRAIN / RER / METRO,0,1,1,0,0,1,0,0,0,0,RATP/SNCF,1,1,654003.2245,6860637.2778
297,Denfert-Rochereau,71056,Denfert Rochereau,473890,Denfert-Rochereau,A01857 / A01537 / A01539,C01743 / C01374 / C01376, B /  4 /  6,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP,1,0,651053.1484,6859430.9166
330,Pereire-Levallois,71453,Péreire,44314,Péreire Levallois,A01840 / A01536,C01727 / C01373, C /  3,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,648615.2115,6865342.0675
22,Montry-Condé,68582,Montry - Condé,47325,Montry - Condé,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,687271.1064,6865663.5244
216,Boigneville,59420,Boigneville,43092,Boigneville,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653971.4952,6804775.4464
225,Cormeilles-en-Parisis,65399,Cormeilles-en-Parisis,43116,Cormeilles-en-Parisis,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640922.5474,6874603.8594
68,Bourron-Marlotte-Grez,61318,Bourron-Marlotte - Grez,47124,Bourron-Marlotte - Grez,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,677209.3467,6803640.6794
165,Grigny-Centre,60797,Grigny Centre,43132,Grigny Centre,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,655568.8183,6839578.3224
304,Les Baconnets,69622,Les Baconnets,43228,Les Baconnets,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,647616.9326,6849076.4382
520,Créteil Pompadour,69950,Créteil Pompadour,46286,Créteil Pompadour,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658498.8113,6852500.3354
317,Issy-Val-de-Seine,71016,Issy Val de Seine,462357,Issy Val de Seine,A01840 / A01192,C01727 / C01390, C / TRAM 2,RER / TRAM,0,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,0,645975.8689,6859200.5034
390,La Défense,71517,La Défense (Grande Arche),470549,La Défense,A02176 / A01855 / A01856 / A01534 / A01192,C01740 / C01741 / C01742 / C01371 / C01390, L /  U /  A /  1 / TRAM 2,TRAIN / RER / METRO / TRAM,1,1,1,1,0,1,0,1,1,0,RATP/SNCF,1,1,644056.2663,6866067.7406
445,Cergy Le Haut,66834,Cergy le Haut,43104,Cergy le Haut,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,1,1,0,0,0,SNCF,1,1,627701.6572,6883563.8941
101043,Reuilly-Diderot,71654,Reuilly Diderot,44637,Reuilly Diderot,A01534 / A01541,C01371 / C01378, 1 /  8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655000.3096,6860986.9672
101055,Louvre-Rivoli,73630,Louvre Rivoli,44645,Louvre Rivoli,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651659.1352,6862509.6962
101071,Argentine,71348,Argentine,42213,Argentine,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647933.4302,6864157.7905
103055,Bourse,73635,Bourse,45101,Bourse,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651686.0361,6863382.1515
103079,Anatole France,71519,Anatole France,42195,Anatole France,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647574.9141,6866023.2122
104031,Simplon,71556,Simplon,44833,Simplon,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652153.7839,6866234.9969
104049,Étienne Marcel,479068,Étienne Marcel,44970,Étienne Marcel,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652286.2983,6862856.5748
104069,Vavin,71117,Vavin,44997,Vavin,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650753.8774,6860450.3764
105069,Bréguet-Sabin,73621,Bréguet-Sabin,42390,Bréguet-Sabin,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653789.9849,6861973.5007
110045,Avenue Émile Zola,71158,Avenue Émile Zola,42265,Avenue Émile Zola,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648264.0691,6861003.4431
110055,Sèvres-Babylone,71203,Sèvres Babylone,44828,Sèvres Babylone,A01543 / A01545,C01380 / C01382, 10 /  12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650610.3693,6861470.2183
110063,Cardinal Lemoine,71153,Cardinal Lemoine,42435,Cardinal Lemoine,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652417.6279,6860930.0204
110065,Jussieu,71148,Jussieu,43493,Jussieu,A01540 / A01543,C01377 / C01380, 7 /  10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652658.953,6860871.808
111033,Mairie des Lilas,71909,Mairie des Lilas,44055,Mairie des Lilas,A01544,C01381,11,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,657204.3492,6864573.8589
111037,Télégraphe,71870,Télégraphe,44923,Télégraphe,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655909.0695,6864106.8826
112069,Notre-Dame-de-Lorette,71350,Notre-Dame-de-Lorette,44210,Notre-Dame-de-Lorette,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651408.3042,6864206.6184
112083,Marx Dormoy,71510,Marx Dormoy,44113,Marx Dormoy,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653071.5478,6865798.4227
113075,Gabriel Péri,72203,Gabriel Péri,43042,Gabriel Péri,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648308.4732,6868718.8268
114035,Malakoff - Rue Étienne Dolet,70562,Malakoff - Étienne Dolet,44069,Malakoff Rue Étienne Dolet,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648383.7761,6857478.6019
114043,Pernety,412687,Pernety,44316,Pernety,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649983.4886,6859568.2262
114051,Saint-François-Xavier,71204,Saint-François Xavier,45139,Saint-François Xavier,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649691.21,6861485.1183
114082,Saint-Denis - Université,72358,Saint-Denis Université (Paris 8),44860,Saint-Denis - Université,A01546,C01383,13,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,653461.3754,6871954.0026
117033,Botzaris,71906,Botzaris,42369,Botzaris,A01550,C01387, 7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655157.0227,6864559.5328
106047,Nationale,71043,Nationale,44192,Nationale,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653229.9171,6859428.9054
106055,Saint-Jacques,71041,Saint-Jacques,45315,Saint-Jacques,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651341.5782,6859409.3228
106077,Passy,71237,Passy,45417,Passy,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647598.9541,6862171.635
107089,Pierre et Marie Curie,70537,Pierre et Marie Curie,44343,Pierre et Marie Curie,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654272.5743,6857498.469
108033,La Tour Maubourg,71242,La Tour Maubourg,43409,La Tour Maubourg,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649415.3796,6862186.2617
108089,Créteil-Université,70172,Créteil Université,42779,Créteil Université,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,659630.7057,6854566.5406
108091,Créteil–Préfecture,70021,Créteil Préfecture,42778,Créteil Préfecture,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,660273.4464,6853459.3559
109027,Porte de Saint-Cloud,71084,Porte de Saint-Cloud,44524,Porte de Saint-Cloud,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645473.5838,6860024.2597
113077,Les Agnettes,72240,Les Agnettes,43693,Les Agnettes,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647699.216,6869471.7685
111035,Porte des Lilas,71889,Porte des Lilas,44529,Porte des Lilas,A01549 / A01544 / A01757,C01386 / C01381 / C01679, 3bis /  11 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,1,0,0,RATP,1,0,656478.3798,6864295.976
107005,Villejuif-Louis Aragon,70143,Villejuif Louis Aragon,45049,Villejuif Louis Aragon,A01540 / A02134,C01377 / C01774, 7 / TRAM 7,METRO / TRAM,0,0,1,1,0,0,0,1,1,0,RATP,1,0,653552.4584,6854349.8692
103075,Porte de Champerret,71450,Porte de Champerret,44511,Porte de Champerret,A01536 / A01757,C01373 / C01679, 3 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,648193.5959,6865341.9047
104063,Saint-Sulpice,71202,Saint-Sulpice,45120,Saint-Sulpice,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650886.3835,6861433.6831
112075,Abbesses,71432,Abbesses,42155,Abbesses,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651449.5655,6865156.6779
106083,Kléber,73656,Kléber,43498,Kléber,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648157.7063,6863702.6675
107079,Tolbiac,71001,Tolbiac,43411,Tolbiac,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652811.918,6858677.1935
108067,Montgallet,71631,Montgallet,44160,Montgallet,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655267.0787,6860619.1829
101063,Champs-Élysées – Clemenceau,71305,Champs-Élysées Clemenceau,42531,Champs-Élysées Clemenceau,A01534 / A01546,C01371 / C01383, 1 /  13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649668.4044,6863304.3208
102039,Philippe Auguste,71751,Philippe Auguste,44332,Philippe Auguste,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655306.8859,6862175.2736
110057,Mabillon,73639,Mabillon,59379,Mabillon,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651240.521,6861647.0173
107027,Fort d'Aubervilliers,73695,Fort d'Aubervilliers,47891,Fort d'Aubervilliers,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656348.6196,6868493.288
331,Neuilly Porte Maillot,71379,Porte Maillot,44533,Porte Maillot,A01840 / A01534 / A01757,C01727 / C01371 / C01679, C /  1 / TRAM 3b,RER / METRO / TRAM,0,1,1,1,0,0,0,0,0,0,RATP/SNCF,1,0,647471.0472,6864385.7878
413,L'Abbaye,73709,L'Abbaye,47936,L'Abbaye,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,664556.2045,6869199.4931
364,Les Pavillons-sous-Bois,73334,Les Pavillons-sous-Bois,46521,Les Pavillons-sous-Bois,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,664221.1037,6867074.6243
1002,Marché de Saint-Denis,72333,Marché de Saint-Denis,44095,Marché de Saint-Denis,A01191 / A01760,C01389 / C01684,TRAM 1 / TRAM 5,TRAM,0,0,0,1,0,0,0,0,1,0,RATP,1,0,652828.9373,6871169.988
323,Parc de Saint-Cloud,70726,Parc de Saint-Cloud,44249,Parc de Saint-Cloud,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642890.4899,6860623.278
1308,Jean Moulin,70669,Jean Moulin,43462,Jean Moulin,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,649990.0171,6858510.1507
363,Allée de la Tour Rendez-Vous,73312,Allée de la Tour-Rendez-vous,462929,Allée de la Tour-Rendez-vous,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,663811.743,6866461.748
1304,Georges Brassens,71018,Georges Brassens,43285,Georges Brassens,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,648294.2142,6859093.8383
1307,Didot,70983,Didot,42847,Didot,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,649591.099,6858648.1006
1501,Henri Farman,73612,Henri Farmann,45358,Henri Farmann,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,646506.5978,6859657.5544
1504,Pont de Bezons,64758,Pont de Bezons,50622,Pont de Bezons,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,1,0,RATP,1,1,642666.0302,6869537.7434
1714,Baudelaire,73921,Baudelaire,58637,Baudelaire,A01760,C01684,TRAM 5,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,652878.8514,6871542.6008
1702,Paul Valéry,65618,Paul Valéry,44298,Paul Valéry,A01760,C01684,TRAM 5,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,654630.8097,6875660.0845
1704,Les Cholettes,65586,Les Cholettes / Albert Camus,59018,Les Cholettes,A01760,C01684,TRAM 5,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,654046.4743,6875466.4075
1708,Mairie de Pierrefitte,72408,Mairie de Pierrefitte,50687,Mairie de Pierrefitte,A01760,C01684,TRAM 5,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,653153.3221,6873917.6627
1813,Domaine Chérioux,70022,Domaine Chérioux,42882,Domaine Chérioux,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653515.5161,6853390.9843
1814,Moulin Vert,69925,Moulin Vert,47693,Moulin Vert,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653539.4713,6852627.7831
1817,Porte de Thiais,73753,Porte de Thiais (Marché international),47421,Porte de Thiais,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653424.1827,6851238.7609
1819,Place de la Logistique,69729,Place de la Logistique,57491,Place de la Logistique,A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653091.3022,6850489.5636
1030,Parc des Chanteraines,72307,Parc des Chanteraines,44252,Parc des Chanteraines,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,649686.535,6870659.6085
117060,Paul Éluard,72335,Paul Éluard / Théâtre Gérard Philipe,46334,Paul Éluard,A02150,C01795,TRAM 8,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,652032.5911,6871278.5727
117058,Vauban,70396,Vauban,59202,Vauban,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,648156.3877,6856575.7611
117057,Centre de Châtillon,70362,Centre de Châtillon,59221,Centre de Châtillon,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,647783.7213,6856249.4233
117055,Division Leclerc,70222,Division Leclerc,479057,Division Leclerc,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,646568.7529,6855177.8986
117052,Mail de la Plaine,70099,Mail de la Plaine,42642,Mail de la Plaine,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,644671.4558,6853996.8357
1507,Charlebourg,72137,Charlebourg,47411,Charlebourg,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,644167.5425,6867787.8358
1318,Maryse Bastié,73623,Maryse Bastié,58493,Maryse Bastié,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,654308.8667,6858434.8814
1604,Hôpital Robert Debré,71914,Hôpital Robert Debré,45616,Hôpital Robert Debré,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,656085.964,6864548.2321
1608,Canal Saint-Denis,72424,Canal Saint-Denis,45596,Canal Saint-Denis,A01757,C01679,TRAM 3b,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,1,654584.9051,6866703.61
1313,Poterne des Peupliers,70626,Poterne des Peupliers,44550,Poterne des Peupliers,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652343.3985,6858063.596
325,Suresnes-Longchamp,70811,Suresnes - Longchamp,44914,Suresnes - Longchamp,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642885.6685,6863416.0533
529,Notre-Dame-des-Anges,477285,Notre-Dame-des-Anges,479060,Notre-Dame-des-Anges,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,667455.0012,6866860.0001
531,Hôpital de Montfermeil,73329,Hôpital Intercommunal / Collège Pablo Picasso,43978,Hôpital de Montfermeil,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,1,0,SNCF,1,0,668538.0,6866858.0
117079,Mairie de Vitry,70169,Mairie de Vitry-sur-Seine,479022,Mairie de Vitry-sur-Seine,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,655055.9681,6854656.6796
117089,Orly - Gaston Viens,69656,Orly - Gaston Viens,479023,Orly - Gaston Viens,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,1,0,KEOLIS,1,0,656493.5211,6849594.0578
117049,Georges Millandy,420463,Georges Millandy / Clinique,59147,Georges Millandy,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643496.1203,6853987.4551
1007,Six Routes,72637,La Courneuve - Six Routes,46100,La Courneuve - Six Routes,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,654921.4807,6870174.6698
322,Musée de Sèvres,70692,Musée de Sèvres,44189,Musée de Sèvres,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643129.1196,6859051.4896
1816,Auguste Perret,69837,Auguste Perret / Cimetière Parisien de Thiais,58784,Auguste Perret (Cimetière Parisien),A02134,C01774,TRAM 7,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,653529.9294,6851660.6122
117056,Parc André Malraux,70310,Général De Gaulle / Parc André Malraux,59179,Parc André Malraux,A02149,C01794,TRAM 6,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,647257.464,6855774.0984
1001,Théâtre Gérard Philipe,72327,Théâtre Gérard Philippe / Eglise Neuve,44937,Théâtre Gérard Philipe,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,652410.9714,6871033.1479
1008,Hôtel de Ville de La Courneuve,72622,Hôtel de Ville de la Courneuve,46120,Hôtel de Ville de la Courneuve,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,655484.3469,6869884.7204
108075,Porte de Charenton,71579,Porte de Charenton,473680,Porte de Charenton,A01541 / A01193,C01378 / C01391, 8 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,655978.8011,6859354.0002
117073,Châteaudun - Barbès,70549,Châteaudun - Barbès,479017,Châteaudun - Barbès,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,653616.713,6857463.4476
117074,Cimetière Parisien d'Ivry,70486,Cimetière Parisien d'Ivry,479018,Cimetière Parisien d'Ivry,A02371,C02317,TRAM 9,TRAM,0,0,0,1,0,0,0,0,0,0,KEOLIS,1,0,653784.5822,6857135.2426
420,Noisy-le-Grand-Mont d'Est,479919,Noisy-le-Grand Mont d'Est,42613,Cimetière,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,666964.7068,6860182.5075
234,Ermont Halte,65910,Ermont Halte,47920,Ermont Halte,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,646084.0,6876961.0
357,Bry-sur-Marne,73166,Bry-sur-Marne,43101,Bry-sur-Marne,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,665185.2531,6860676.4833
