codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
2,Vaires-Torcy,68419,Vaires - Torcy,43211,Vaires - Torcy,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,673418.2649,6863970.4528
6,Lognes,68123,Lognes,43152,Lognes,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,673078.4318,6859970.1834
7,Torcy,68129,Torcy,43207,Torcy,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,674687.4504,6860010.3257
9,Émerainville - Pontault-Combault,67897,Émerainville - Pontault-Combault,43074,Émerainville - Pontault-Combault,A01843,C01729, E,RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,672031.7582,6856263.686
16,Trilport,68984,Trilport,47962,Trilport,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,696343.0315,6873364.7384
26,Marles-en-Brie,67604,Marles-en-Brie,43247,Marles-en-Brie,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,690362.3536,6848320.9528
36,Thieux-Nantouillet,69196,Thieux - Nantouillet,47960,Thieux - Nantouillet,A02175,C01738, K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,676607.2166,6878736.4246
193,Monnerville,59429,Monnerville,43165,Monnerville,A02179,C01857,TER,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,628301.2007,6805784.2961
211,Mennecy,59984,Mennecy,47899,Mennecy,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,658102.6109,6830192.7876
217,Boussy-Saint-Antoine,62596,Boussy-Saint-Antoine,47924,Boussy-Saint-Antoine,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,665628.8221,6842419.4143
98,Châtou - Croissy,64483,Chatou - Croissy,53783,Chatou - Croissy,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,638100.6671,6865352.6049
111,Rosny-sur-Seine,66157,Rosny-sur-Seine,479059,Rosny-sur-Seine,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,599766.9049,6878366.1045
124,Chanteloup-les-Vignes,65443,Chanteloup-les-Vignes,47929,Chanteloup-les-Vignes,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,628803.0189,6874929.6884
221,Argenteuil,65063,Argenteuil,47875,Argenteuil,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,645644.2234,6872125.5748
224,Saint-Gratien,65305,Saint-Gratien,43201,Saint-Gratien,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,647714.3661,6873974.0035
238,Taverny,66557,Taverny,43206,Taverny,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,643124.2154,6880842.6953
240,Frépillon,66798,Frépillon,47580,Gare Frépillon,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,641301.8512,6883137.5286
241,Méry-sur-Oise,66934,Méry-sur-Oise,47582,Méry-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640889.083,6884545.0793
243,Enghien-les-Bains,65485,Enghien-les-Bains,43075,Enghien-les-Bains,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,649276.0335,6874978.7186
70,Bagneaux-sur-Loing,61145,Bagneaux-sur-Loing,47119,Bagneaux-sur-Loing,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,678015.3718,6792174.9016
76,Petit-Jouy-les-Loges,63594,Petit Jouy Les Loges,57674,Petit Jouy Les Loges,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,637309.3571,6852731.511
88,Plaisir-Grignon,64199,Plaisir - Grignon,47885,Plaisir - Grignon,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,622512.422,6859613.5503
90,Montfort-L'Amaury-Méré,63955,Montfort-l'Amaury - Méré,46850,Montfort-l'Amaury - Méré,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,613073.0003,6856487.5904
41,Longueville,61858,Longueville,47914,Longueville,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,718466.6694,6823752.4743
65,Vernou-sur-Seine,61450,Vernou-sur-Seine,43218,Vernou-sur-Seine,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,688305.2106,6809619.785
129,Conflans-Sainte-Honorine,66095,Conflans Sainte-Honorine,47447,Conflans-Sainte-Honorine,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,633979.6592,6877789.1132
132,Les Mureaux,65994,Les Mureaux,47881,Les Mureaux,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,620492.252,6877509.8516
134,Vernouillet-Verneuil,65691,Vernouillet - Verneuil,47964,Vernouillet - Verneuil,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,625570.2612,6876202.5792
156,Évry,60522,Évry,45745,Évry,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,659662.2083,6837260.3503
166,Orangis-Bois de l'Epine,60542,Orangis Bois de l'Épine,48489,Orangis Bois de l'Épine,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656364.5492,6837515.7346
171,Bièvres,63404,Bièvres,43091,Bièvres,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,642349.1486,6850387.4887
172,Palaiseau,63175,Palaiseau,47009,Palaiseau,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,644504.6762,6846577.5281
183,Bures-sur-Yvette,62851,Bures-sur-Yvette,43103,Bures-sur-Yvette,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,638499.7812,6844337.1534
184,Brétigny,60247,Brétigny,43098,Brétigny,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,1,648544.6367,6834288.0923
189,Étréchy,59678,Étréchy,43081,Étréchy,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,640492.8805,6821791.2596
346,Le Parc de Saint-Maur,70359,Le Parc de Saint-Maur,43234,Le Parc de Saint-Maur,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,662274.7756,6856267.4524
347,Champigny,73042,Champigny,58270,Champigny,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,664035.4267,6856434.9978
353,Les Boullereaux-Champigny,73098,Les Boullereaux Champigny,58267,Les Boullereaux Champigny,A01843,C01729, E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,664161.4176,6858420.5153
374,Pantin,72421,Pantin,43176,Pantin,A01843,C01729, E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,656037.7705,6866623.2614
395,Bois-Colombes,72179,Bois-Colombes,51238,Bois-Colombes,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,646614.3629,6868496.6904
396,Colombes,72244,Colombes,43113,Colombes,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,645726.4329,6869580.5532
399,Clichy-Levallois,72073,Clichy - Levallois,43112,Clichy - Levallois,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,648490.3539,6866632.6918
404,Le Blanc-Mesnil,72648,Le Blanc-Mesnil,46163,Le Blanc-Mesnil,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,661584.4481,6870386.1867
417,Le Chénay-Gagny,73266,Le Chénay Gagny,43127,Le Chénay Gagny,A01843,C01729, E,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,667206.3725,6864219.0849
421,Noisy-Champs,73163,Noisy - Champs,58937,Noisy - Champs,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,669181.3674,6860397.1861
422,Villeneuve-Saint-Georges,69568,Villeneuve-Saint-Georges,45067,Villeneuve-Saint-Georges,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,659269.6731,6847977.5816
425,Ablon,69554,Ablon,46387,Ablon,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,657304.5761,6847424.3179
256,Villiers-le-Bel-Gonesse-Arnouville,66009,Villiers-le-Bel - Gonesse - Arnouville,43222,Villiers-le-Bel - Gonesse - Arnouville,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,657276.6644,6877252.6001
264,Belloy-Saint-Martin,67126,Belloy - Saint-Martin,47524,Belloy - Saint-Martin,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,653352.0528,6888918.9527
272,Champagne-sur-Oise,67241,Champagne-sur-Oise,47590,Champagne-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644731.2902,6893177.3166
274,Valmondois,67107,Valmondois,47588,Valmondois,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,641699.3697,6888210.0589
278,Auvers-sur-Oise,67027,Auvers-sur-Oise,47918,Auvers-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,639738.4695,6885937.7579
316,Pont du Garigliano,74002,Pont du Garigliano - Hôpital Européen G. Pompidou,58798,Pont du Garigliano - Hôpital Européen G. Pompidou,A01840 / A01193,C01727 / C01391, C / TRAM 3a,RER / TRAM,0,1,0,1,0,0,0,0,1,0,SNCF,1,0,646453.5639,6860140.6142
502,Creil,411441,Creil,411440,Creil,A01849 / A01842,C01737 / C01728, H /  D,TRAIN,1,0,0,0,0,1,1,0,0,0,SNCF,0,0,661337.2338,6907273.6537
505,Boran-sur-Oise,411333,Boran-sur-Oise,411332,Boran-sur-Oise,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,653488.9078,6896523.0115
514,Le Plessis-Belleville,411406,Le Plessis-Belleville,411405,Le Plessis-Belleville,A02175,C01738, K,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,681352.8292,6888506.9087
295,Saint-Michel,73620,Saint-Michel Notre-Dame,44877,Saint-Michel Notre-Dame,A01857 / A01840 / A01537,C01743 / C01727 / C01374, B /  C /  4,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,652013.6819,6861676.0375
223,Ermont - Eaubonne,65669,Ermont - Eaubonne,47898,Ermont - Eaubonne,A01849 / A01852 / A01840,C01737 / C01739 / C01727, H /  J /  C,TRAIN / RER,1,1,0,0,0,1,0,0,0,0,SNCF,1,1,646718.0509,6875879.9697
229,Franconville - Le Plessis-Bouchard,66005,Franconville - Le Plessis-Bouchard,43126,Franconville - Le Plessis-Bouchard,A01849 / A01840,C01737 / C01727, H /  C,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,643964.7293,6877359.2784
255,Garges - Sarcelles,65582,Garges - Sarcelles,43251,Garges - Sarcelles,A01842 / A01760,C01728 / C01684, D / TRAM 5,RER / TRAM,0,1,0,1,0,0,0,0,1,0,SNCF,1,0,655389.1308,6875373.0102
402,Le Bourget,72641,Le Bourget,43231,Le Bourget,A01857 / A02225,C01743 / C01999, B / TRAM 11,RER / TRAM,0,1,0,1,0,0,0,0,1,0,SNCF,1,0,657928.4899,6870237.4878
236,Saint-Leu-la-Foret,66452,Saint-Leu-la-Forêt,48964,Saint-Leu-la-Forêt,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644614.3318,6879755.8971
77,Jouy-en-Josas,63523,Jouy-en-Josas,43136,Jouy-en-Josas,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,638548.714,6851955.6623
453,Val d'Europe,68266,Val d'Europe,43213,Val d'Europe,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,683301.6558,6861666.9761
498,Dordives,74077,Dordives,58955,Dordives,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,0,0,682353.5667,6783010.1637
312,Invalides,71274,Invalides,470540,Invalides,A01840 / A01541 / A01546,C01727 / C01378 / C01383, C /  8 /  13,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,649563.2682,6862758.6946
15,Meaux,68963,Meaux,43161,Meaux,A01844,C01730, P,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,1,690726.1981,6873004.5894
197,Égly,60052,Égly,415484,Égly,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,642723.0,6831672.0
199,Breuillet-Village,59940,Breuillet Village,43099,Breuillet Village,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,638787.1911,6829666.9012
104,Garancières - La Queue,64025,Garancières - La Queue,47903,Garancières - La Queue,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,609276.179,6857421.2804
57,Vulaines-sur-Seine-Samoreau,61630,Vulaines-sur-Seine - Samoreau,47136,Vulaines-sur-Seine - Samoreau,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,681728.4161,6814497.8421
58,Bois-le-Roi,61727,Bois-le-Roi,47654,Bois-le-Roi,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,677238.1477,6819517.7672
147,Versailles Rive Droite,64021,Versailles Rive Droite,44602,Versailles Rive Droite,A02176,C01740, L,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,1,636482.013,6856949.0163
382,Chaville Rive Droite,69503,Chaville Rive Droite,43241,Chaville Rive Droite,A02176 / A01855,C01740 / C01741, L /  U,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,640390.3103,6857251.0584
430,Saint-Ouen,72126,Saint-Ouen,43203,Saint-Ouen,A01840 / A01547,C01727 / C01384, C /  14,RER / METRO,0,1,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,650344.9256,6867387.0104
449,Orly 1-2-3,63284,Aéroport Orly 1-2-3 (Terminal Ouest),42164,Aéroport Orly 1-2-3,A01551,C01388,ORLYVAL,VAL,0,0,0,0,1,0,0,0,0,1,RATP,1,0,652927.8972,6847915.3421
281,Montgeroult-Courcelles,67076,Montgeroult - Courcelles,44161,Montgeroult - Courcelles,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,627214.9477,6887197.9064
288,Meudon,70515,Meudon,43162,Meudon,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,644259.6756,6857469.7222
334,Boulainvilliers,71229,Boulainvilliers,45453,Boulainvilliers,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,646790.0,6862126.0
444,Neuville Université,66436,Neuville Université,47879,Neuville Université,A02176 / A01856,C01740 / C01742, L /  A,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,632577.9185,6879752.0134
305,Rungis-La Fraternelle,69633,Rungis la Fraternelle,44787,Rungis la Fraternelle,A01840 / A02134,C01727 / C01774, C / TRAM 7,RER / TRAM,0,1,0,1,0,0,0,0,0,0,RATP/SNCF,1,0,652444.6023,6849135.3039
101035,Bérault,71650,Bérault,42318,Bérault,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,658110.066,6860754.1783
101075,Les Sablons,425779,Les Sablons,43785,Les Sablons,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646627.2261,6864801.2694
102045,Couronnes,71834,Couronnes,42772,Couronnes,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654559.4536,6863407.4921
103041,Saint-Maur,71795,Rue Saint-Maur,45194,Rue Saint-Maur,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654496.5224,6862873.6278
104047,Réaumur Sébastopol,73636,Réaumur Sébastopol,44600,Réaumur Sébastopol,A01536 / A01537,C01373 / C01374, 3 /  4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652503.4363,6863106.3966
104075,Mouton-Duvernet,73653,Mouton Duvernet,44183,Mouton Duvernet,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650794.4816,6859215.1047
105077,Saint-Marcel,71092,Saint-Marcel,44875,Saint-Marcel,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653095.9281,6860009.3864
109043,Trocadéro,71285,Trocadéro,44962,Trocadéro,A01539 / A01542,C01376 / C01379, 6 /  9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647703.9746,6862796.1957
109045,Iéna,71294,Iéna,43395,Iéna,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648218.8595,6862982.8661
109069,République,71311,République,44617,République,A01536 / A01538 / A01541 / A01542 / A01544,C01373 / C01375 / C01378 / C01379 / C01381, 3 /  5 /  8 /  9 /  11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653331.7527,6863240.6659
109079,Rue des Boulets,71694,Rue des Boulets,425987,Rue des Boulets,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655211.1784,6861520.6226
110053,Vaneau,71170,Vaneau,45116,Vaneau,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650191.3229,6861188.8641
112039,Vaugirard,71091,Vaugirard,44995,Vaugirard,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648703.4994,6860167.7255
112041,Volontaires,71113,Volontaires,45060,Volontaires,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649207.5446,6860384.4512
113073,Mairie de Clichy,72118,Mairie de Clichy,44012,Mairie de Clichy,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649125.6534,6867249.3956
114001,Cour Saint-Émilion,71576,Cour Saint-Emilion,45234,Cour Saint-Emilion,A01547,C01384,14,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654975.2848,6859428.6327
117035,Buttes-Chaumont,71900,Buttes Chaumont,45609,Buttes Chaumont,A01550,C01387, 7bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654646.2893,6864454.6451
105081,Place d'Italie,71033,Place d'Italie - Italie 2,44371,Place d'Italie,A01538 / A01539 / A01540,C01375 / C01376 / C01377, 5 /  6 /  7,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,652712.494,6859186.0902
106039,Dugommier,71606,Dugommier,42869,Dugommier,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655199.4899,6860061.0017
106045,Chevaleret,73651,Chevaleret,45267,Chevaleret,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653618.2928,6859618.2657
106069,Cambronne,71167,Cambronne,42419,Cambronne,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648847.9143,6861054.9766
107051,Le Peletier,478885,Le Peletier,43656,Le Peletier,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651633.2142,6864085.1114
107057,Pyramides,73788,Pyramides,44579,Pyramides,A01540 / A01547,C01377 / C01384, 7 /  14,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651173.6182,6863064.7412
107071,Place Monge,71133,Place Monge,44435,Place Monge,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652458.3099,6860508.2454
107099,Villejuif Paul Vaillant-Couturier,70248,Paul Vaillant Couturier,58471,Paul Vaillant Couturier,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653594.5881,6855341.3988
108063,Faidherbe Chaligny,74001,Faidherbe Chaligny,42980,Faidherbe Chaligny,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654803.4286,6861302.4487
114079,Saint-Denis - Porte de Paris,72285,Saint-Denis Porte de Paris,473458,Saint-Denis Porte de Paris,A01546 / A02150,C01383 / C01795, 13 / TRAM 8,METRO / TRAM,0,0,1,1,0,0,0,0,1,0,RATP,1,1,652816.9647,6870187.5431
103035,Porte de Bagnolet,71799,Porte de Bagnolet,44510,Porte de Bagnolet,A01536 / A01757,C01373 / C01679, 3 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,656625.5583,6862890.5915
109087,Porte de Montreuil,71710,Porte de Montreuil,44520,Porte de Montreuil,A01542 / A01757,C01379 / C01679, 9 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,656846.5807,6861686.6193
114039,Porte de Vanves,71006,Porte de Vanves,44526,Porte de Vanves,A01546 / A01193,C01383 / C01391, 13 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,0,649002.6564,6858851.629
107085,Porte de Choisy,70604,Porte de Choisy,44513,Porte de Choisy,A01540 / A01193 / A02371,C01377 / C01391 / C02317, 7 / TRAM 3a / TRAM 9,METRO / TRAM,0,0,1,1,0,0,0,0,1,0,RATP / KEOLIS,1,0,653340.9722,6857944.6053
107087,Porte d'Ivry,70636,Porte d'Ivry,44507,Porte d'Ivry,A01540 / A01193,C01377 / C01391, 7 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,1,0,RATP,1,0,653691.6801,6858106.3134
104029,Porte de Clignancourt,478883,Porte de Clignancourt,44515,Porte de Clignancourt,A01537 / A01757,C01374 / C01679, 4 / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,1,0,0,RATP,1,0,651967.2227,6866576.6415
108055,Saint-Sébastien-Froissart,71777,Saint-Sébastien Froissart,45208,Saint-Sébastien Froissart,A01541,C01378,8,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653574.4612,6862534.3482
102075,Ternes,71367,Ternes,44931,Ternes,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648536.2024,6864445.5141
102079,Victor Hugo,71315,Victor Hugo,45020,Victor Hugo,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647576.3599,6863545.1478
103033,Gallieni,71817,Gallieni,47890,Gallieni,A01536,C01373,3,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,657208.4603,6862969.6694
109073,Saint-Ambroise,71781,Saint-Ambroise,45205,Saint-Ambroise,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654068.6725,6862564.6133
112055,Rue du Bac,71227,Rue du Bac,58717,Rue du Bac,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650531.8333,6861895.3889
112059,Assemblée Nationale,73642,Assemblée Nationale / Lille - Université,45704,Assemblée Nationale,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650183.7135,6862520.0465
114037,Malakoff - Plateau de Vanves,73766,Malakoff - Plateau De Vanves,413433,Malakoff - Plateau De Vanves,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648492.7657,6858286.7119
117029,Pré Saint-Gervais,71911,Pré Saint-Gervais,45617,Pré Saint-Gervais,A01550,C01387, 7bis,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,655883.8374,6864640.5585
107097,Villejuif - Léo Lagrange,70375,Villejuif Léo Lagrange,47826,Villejuif Léo Lagrange,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653284.8753,6856256.2281
101039,Porte de Vincennes,71663,Porte de Vincennes,44528,Porte de Vincennes,A01534 / A01193 / A01757,C01371 / C01391 / C01679, 1 / TRAM 3a / TRAM 3b,METRO / TRAM,0,0,1,1,0,0,0,0,1,0,RATP,1,0,656561.9892,6860972.9448
102081,Porte Dauphine,474152,Porte Dauphine,44509,Porte Dauphine,A01535,C01372,2,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,646972.7506,6863736.1283
105073,Quai de la Rapée,71637,Quai de la Rapée,44583,Quai de la Rapée,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653465.9193,6860902.359
112031,Mairie d'Issy,70671,Mairie d'Issy,44050,Mairie d'Issy,A01545,C01382,12,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,646673.8484,6858495.0452
107047,Poissonnière,71363,Poissonnière,45165,Poissonnière,A01540,C01377,7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652236.5668,6864316.7882
108073,Porte Dorée,71591,Porte Dorée,44532,Porte Dorée,A01541 / A01193,C01378 / C01391, 8 / TRAM 3a,METRO / TRAM,0,0,1,1,0,0,0,0,0,0,RATP,1,1,656350.3837,6859576.6684
375,Gare d'Austerlitz,71135,Gare d'Austerlitz,462352,Gare d'Austerlitz,A01840 / A01538 / A01543,C01727 / C01375 / C01380, C /  5 /  10,RER / METRO,0,1,1,0,0,0,0,1,0,0,RATP/SNCF,1,1,653427.3992,6860462.7022
285,Montparnasse,71139,Gare Montparnasse,58578,Montparnasse Bienvenue,A01847 / A01537 / A01539 / A01545 / A01546,C01736 / C01374 / C01376 / C01382 / C01383, N /  4 /  6 /  12 /  13,TRAIN / METRO,1,0,1,0,0,1,0,0,0,0,RATP/SNCF,1,1,650129.0864,6860341.0199
106061,Edgar Quinet,71108,Edgar Quinet,45313,Edgar Quinet,A01539,C01376,6,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650559.8002,6860279.0962
1021,Jean Rostand,72490,Jean Rostand / Lamartine,47334,Jean Rostand,A01191,C01389,TRAM 1,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,660003.8444,6867673.3877
1403,La Remise à Jorelle,72033,Remise à Jorelle,44603,Remise à Jorelle,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,662452.6934,6866020.1281
362,Les Coquetiers,72028,Les Coquetiers,46516,Les Coquetiers,A01761,C01843,TRAM 4,TRAM,0,0,0,1,0,0,0,0,0,0,SNCF,1,0,663320.918,6865959.5349
447,Les Milons,73613,Les Milons,51611,Les Milons,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,642852.4519,6861371.59
1312,Stade Charléty,70605,Stade Charléty - Porte de Gentilly,44892,Stade Charléty - Porte de Gentilly,A01193,C01391,TRAM 3a,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,651965.5328,6857914.0606
446,Belvédère,70845,Belvédère,42315,Belvédère,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643227.7788,6864275.8956
321,Brimborion,69533,Brimborion,47364,Brimborion,A01192,C01390,TRAM 2,TRAM,0,0,0,1,0,0,0,0,0,0,RATP,1,0,643563.078,6858302.1636
